numero,enunciado,A,B,C,D,E,CO_POSICAO,SG_AREA,CO_ITEM,TX_GABARITO,CO_HABILIDADE,IN_ITEM_ABAN,TX_MOTIVO_ABAN,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,TX_COR,CO_PROVA,ANO,TP_LINGUA,IN_ITEM_ADAPTADO,TP_VERSAO_DIGITAL
82.0,"O boato de que os lacres das latas de alumínio teriam
um alto valor comercial levou muitas pessoas a juntarem
esse material na expectativa de ganhar dinheiro com sua
venda. As empresas fabricantes de alumínio esclarecem
que isso não passa de uma “lenda urbana”, pois ao retirar
o anel da lata, dificulta-se a reciclagem do alumínio. Como
a liga do qual é feito o anel contém alto teor de magnésio,
se ele não estiver junto com a lata, fica mais fácil ocorrer
a oxidação do alumínio no forno. A tabela apresenta as
semirreações e os valores de potencial padrão de redução
de alguns metais:
Descrição da tabela: tabela dividida em duas colunas. A primeira coluna indica a semirreduão. A segunda coluna indica o potencial padrão de redução (em volts).
Lítio:
Íon lítio positivo (Li⁺) ao receber um elétron (e⁻) forma lítio metálico (Li), com potencial de redução de menos 3,05 volts.

Potássio:
Íon potássio positivo (K⁺) combinado com um elétron (e⁻) produz potássio metálico (K), apresentando potencial de redução de menos 2,93 volts.

Magnésio:
Íon magnésio com carga dupla positiva (Mg²⁺) ao receber dois elétrons (2 e⁻) se transforma em magnésio metálico (Mg), com potencial de redução de menos 2,36 volts.

Alumínio:
Íon alumínio com carga tripla positiva (Al³⁺) ao ganhar três elétrons (3 e⁻) forma alumínio metálico (Al), tendo potencial de redução de menos 1,66 volts.

Zinco
Íon zinco com carga dupla positiva (Zn²⁺) ao captar dois elétrons (2 e⁻) se converte em zinco metálico (Zn), com potencial de redução de menos 0,76 volts.

Cobre:
Íon cobre com carga dupla positiva (Cu²⁺) ao receber dois elétrons (2 e⁻) forma cobre metálico (Cu), apresentando potencial de redução positivo de 0,34 volts.
Disponível em: Lnk
Com base no texto e na tabela, que metais poderiam
entrar na composição do anel das latas com a mesma
função do magnésio, ou seja, proteger o alumínio da
oxidação nos fornos e não deixar diminuir o rendimento
da sua reciclagem?","Somente o lítio, pois ele possui o menor potencial de
redução.
","Somente o cobre, pois ele possui o maior potencial
de redução.
","Somente o potássio, pois ele possui potencial de
redução mais próximo do magnésio.
","Somente o cobre e o zinco, pois eles sofrem oxidação
mais facilmente que o alumínio.
","Somente o lítio e o potássio, pois seus potenciais de
redução são menores do que o do alumínio.",82.0,CN,10124.0,E,8.0,0.0,,2356,1.028,109.0,AZUL,141.0,2012.0,,,
83.0,"Aumentar a eficiência na queima de combustível dos
motores a combustão e reduzir suas emissões de poluentes
é a meta de qualquer fabricante de motores. É também o
foco de uma pesquisa brasileira que envolve experimentos
com plasma, o quarto estado da matéria e que está presente
no processo de ignição. A interação da faísca emitida pela
vela de ignição com as moléculas de combustível gera o
plasma que provoca a explosão liberadora de energia que,
por sua vez, faz o motor funcionar.
Disponível em: Lnk
No entanto, a busca da eficiência referenciada no texto
apresenta como fator limitante","o tipo de combustível, fóssil, que utilizam. Sendo um
insumo não renovável, em algum momento estará
esgotado.
","um dos princípios da termodinâmica, segundo o qual
o rendimento de uma máquina térmica nunca atinge
o ideal.
","o funcionamento cíclico de todos os motores. A
repetição contínua dos movimentos exige que parte
da energia seja transferida ao próximo ciclo.
","as forças de atrito inevitável entre as peças. Tais
forças provocam desgastes contínuos que com o
tempo levam qualquer material à fadiga e ruptura.
","a temperatura em que eles trabalham. Para atingir o
plasma, é necessária uma temperatura maior que a
de fusão do aço com que se fazem os motores.",83.0,CN,14980.0,B,21.0,0.0,,2542,1.521,153.0,AZUL,141.0,2012.0,,,
84.0,"A falta de conhecimento em relação ao que vem a ser
um material radioativo e quais os efeitos, consequências
e usos da irradiação pode gerar o medo e a tomada de
decisões equivocadas, como a apresentada no exemplo
a seguir.
“Uma companhia aérea negou-se a transportar
material médico por este portar um certificado de
esterilização por irradiação.”

A decisão tomada pela companhia é equivocada, pois
","o material é incapaz de acumular radiação, não se
tornando radioativo por ter sido irradiado.
","a utilização de uma embalagem é suficiente para
bloquear a radiação emitida pelo material.
","a contaminação radioativa do material não se
prolifera da mesma forma que as infecções por
microrganismos.
","o material irradiado emite radiação de intensidade
abaixo daquela que ofereceria risco à saúde.
","o intervalo de tempo após a esterilização é suficiente
para que o material não emita mais radiação.",84.0,CN,14938.0,A,3.0,0.0,,2231,2.098,262.0,AZUL,141.0,2012.0,,,
85.0,"A imagem representa o processo de evolução das
plantas e algumas de suas estruturas. Para o sucesso
desse processo, a partir de um ancestral simples, os
diferentes grupos vegetais desenvolveram estruturas
adaptativas que lhes permitiram sobreviver em diferentes
ambientes.
Descrição da imagem: a figura representa
o processo evolutivo das embriófitas (Reino
Plantae). Nesse processo, ALGA VERDE
ANCESTRAL desenvolve as estruturas adaptativas
GAMETÓFITO DOMINANTE e ARQUEGÔNIO e
evolui para BRIÓFITA; a BRIÓFITA desenvolve
as estruturas adaptativas ESPORÓFITO
DOMINANTE e VASOS CONDUTORES e
evolui para PTERIDÓFITA; a PTERIDÓFITA
desenvolve as estruturas adaptativas SEMENTES
ALADAS e GRÃOS DE PÓLEN e evolui para
GIMNOSPERMA; a GIMNOSPERMA desenvolve
as estruturas adaptativas FLORES e FRUTOS e
evolui para ANGIOSPERMA.
Qual das estruturas adaptativas apresentadas contribuiu
para uma maior diversidade genética?
","As sementes aladas, que favorecem a dispersão aérea.
","Os arquegônios, que protegem o embrião multicelular.
","Os grãos de pólen, que garantem a polinização
cruzada.
","Os frutos, que promovem uma maior eficiência
reprodutiva.
","Os vasos condutores, que possibilitam o transporte
da seiva bruta.",85.0,CN,13601.0,C,16.0,0.0,,1197,0.96,0.22,AZUL,141.0,2012.0,,,
86.0,"Osmose é um processo espontâneo que ocorre em
todos os organismos vivos e é essencial à manutenção
da vida. Uma solução 0,15 mol/L de NaCl (cloreto de
sódio) possui a mesma pressão osmótica das soluções
presentes nas células humanas.
A imersão de uma célula humana em uma solução
0,20 mol/L de NaCl tem, como consequência, a
","adsorção de íons Na+ sobre a superfície da célula.
","difusão rápida de íons Na+ para o interior da célula.
","diminuição da concentração das soluções presentes
na célula.
","transferência de íons Na+ da célula para a solução.
","transferência de moléculas de água do interior da
célula para a solução.",86.0,CN,12016.0,E,15.0,0.0,,3273,0.957,216.0,AZUL,141.0,2012.0,,,
87.0,"A doença de Chagas afeta mais de oito milhões de
brasileiros, sendo comum em áreas rurais. É uma doença
causada pelo protozoário Trypanosoma cruzi e transmitida
por insetos conhecidos como barbeiros ou chupanças.
Uma ação do homem sobre o meio ambiente que tem
contribuído para o aumento dessa doença é
","o consumo de carnes de animais silvestres que são
hospedeiros do vetor da doença.
","a utilização de adubos químicos na agricultura que
aceleram o ciclo reprodutivo do barbeiro.
","a ausência de saneamento básico que favorece a
proliferação do protozoário em regiões habitadas por
humanos.
","a poluição dos rios e lagos com pesticidas que
exterminam o predador das larvas do inseto
transmissor da doença.
","o desmatamento que provoca a migração ou o
desaparecimento dos animais silvestres dos quais o
barbeiro se alimenta.",87.0,CN,7538.0,E,10.0,0.0,,1511,1.598,0.2,AZUL,141.0,2012.0,,,
88.0,"Nossa pele possui células que reagem à incidência
de luz ultravioleta e produzem uma substância chamada
melanina, responsável pela pigmentação da pele.
Pensando em se bronzear, uma garota vestiu um biquíni,
acendeu a luz de seu quarto e deitou-se exatamente
abaixo da lâmpada incandescente. Após várias horas ela
percebeu que não conseguiu resultado algum.
O bronzeamente não ocorreu porque a luz emitida pela
lâmpada incandescente é de
"," baixa intensidade.
.","baixa frequência.
","um espectro contínuo.
","amplitude inadequada.
",curto comprimento de onda,88.0,CN,14982.0,B,22.0,0.0,,2199,1.465,89.0,AZUL,141.0,2012.0,,,
89.0,"Quando colocados em água, os fosfolipídeos tendem
a formar lipossomos, estruturas formadas por uma
bicamada lipídica, conforme mostrado na figura. Quando
rompida, essa estrutura tende a se reorganizar em um
novo lipossomo.
A imagem mostra lipossomos - vesículas esféricas formadas por uma bicamada de fosfolipídios em meio aquoso. As moléculas se organizam com suas cabeças polares (hidrofílicas) voltadas para a água (tanto no exterior quanto no interior da vesícula) e caudas apolares (hidrofóbicas) no interior da membrana.
Disponível em: Lnk

Esse arranjo característico se deve ao fato de os
fosfolipídios apresentarem uma natureza
","polar, ou seja, serem inteiramente solúveis em água.
","apolar, ou seja, não serem solúveis em solução aquosa.
","anfotérica, ou seja, podem comportar-se como ácidos
e bases.
","insaturada, ou seja, possuírem duplas ligações em
sua estrutura.
","anfifílica, ou seja, possuírem uma parte hidrofílica e
outra hidrofóbica.",89.0,CN,12246.0,E,15.0,0.0,,2361,1.009,118.0,AZUL,141.0,2012.0,,,
90.0,"Aspartame é um edulcorante artificial (adoçante
dietético) que apresenta potencial adoçante 200 vezes maior
que o açúcar comum, permitindo seu uso em pequenas
quantidades. Muito usado pela indústria alimentícia,
principalmente nos refrigerantes diet, tem valor energético
que corresponde a 4 calorias/grama. É contraindicado a
portadores de fenilcetonúria, uma doença genética rara que
provoca o acúmulo da fenilalanina no organismo, causando
retardo mental. O IDA (índice diário aceitável) desse adoçante
é 40 mg/kg de massa corpórea.
Disponível em: Lnk
Com base nas informações do texto, a quantidade
máxima recomendada de aspartame, em mol, que uma
pessoa de 70 kg de massa corporal pode ingerir por dia é
mais próxima de
Dado: massa molar do aspartame = 294 g/mol",0.00013,"0,0095.
",0.04,"2,6.
",823.,90.0,CN,12466.0,B,25.0,0.0,,3412,1.198,0.16,AZUL,141.0,2012.0,,,
46.0,"Músculos artificiais são dispositivos feitos com
plásticos inteligentes que respondem a uma corrente
elétrica com um movimento mecânico. A oxidação e
redução de um polímero condutor criam cargas positivas
e/ou negativas no material, que são compensadas com a
inserção ou expulsão de cátions ou ânions. Por exemplo,
na figura os filmes escuros são de polipirrol e o filme branco
é de um eletrólito polimérico contendo um sal inorgânico.
Quando o polipirrol sofre oxidação, há a inserção de
ânions para compensar a carga positiva no polímero e o
filme se expande. Na outra face do dispositivo o filme de
polipirrol sofre redução, expulsando ânions, e o filme se
contrai. Pela montagem, em sanduíche, o sistema todo
se movimenta de forma harmônica, conforme mostrado
na figura.
A imagem apresenta um esquema ilustrando o comportamento do polipirrol (um polímero condutor) em diferentes condições elétricas, organizado em três estágios verticais:

Com corrente elétrica (superior):

Mostra o polipirrol em contato com o ar e um eletrólito polimérico, destacando sua estrutura expandida e condutiva.

Sem corrente elétrica (central):

Apresenta o mesmo sistema em repouso, com o polipirrol em estado neutro e estrutura mais compacta.

Reativação da corrente (inferior):

Indica a reaplicação da corrente, sugerindo um ciclo de ativação/desativação.
A camada central de eletrólito polimérico é importante
porque","absorve a irradiação de partículas carregadas,
emitidas pelo aquecimento elétrico dos filmes de
polipirrol.
","permite a difusão dos íons promovida pela aplicação
de diferença de potencial, fechando o circuito elétrico.
","mantém um gradiente térmico no material para
promover a dilatação/contração térmica de cada filme
de polipirrol.
","permite a condução de elétrons livres, promovida
pela aplicação de diferença de potencial, gerando
corrente elétrica.
","promove a polarização das moléculas poliméricas, o
que resulta no movimento gerado pela aplicação de
diferença de potencial.",46.0,CN,12226.0,B,20.0,0.0,,3751-02-01 00:00:00,2.652,1149.0,AZUL,171.0,2013.0,,0.0,
47.0,"O brasileiro consome em média 500 miligramas de
cálcio por dia, quando a quantidade recomendada é o
dobro. Uma alimentação balanceada é a melhor decisão
para evitar problemas no futuro, como a osteoporose,
uma doença que atinge os ossos. Ela se caracteriza pela
diminuição substancial de massa óssea, tornando os
ossos frágeis e mais suscetíveis a fraturas.

Disponível em: Lnk
Considerando-se o valor de 6 × 10e23 mol–1 para a constante
de Avogadro e a massa molar do cálcio igual a 40 g/mol,
qual a quantidade mínima diária de átomos de cálcio a ser
ingerida para que uma pessoa supra suas necessidades?","7,5 × 10e21
","1,5 × 10e22
","7,5 × 10e23
","1,5 × 10e25
","4,8 × 10e25",47.0,CN,23920.0,B,24.0,0.0,,2571,1.1322,2228.0,AZUL,171.0,2013.0,,0.0,
48.0,"Em um experimento foram utilizadas duas garrafas
PET, uma pintada de branco e a outra de preto, acopladas
cada uma a um termômetro. No ponto médio da distância
entre as garrafas, foi mantida acesa, durante alguns
minutos, uma lâmpada incandescente. Em seguida a
lâmpada foi desligada. Durante o experimento, foram
monitoradas as temperaturas das garrafas: a) enquanto
a lâmpada permaneceu acesa e b) após a lâmpada ser
desligada e atingirem equilíbrio térmico com o ambiente.

A taxa de variação da temperatura da garrafa preta, em
comparação à da branca, durante todo experimento, foi","
igual no aquecimento e igual no resfriamento.
","maior no aquecimento e igual no resfriamento.
","menor no aquecimento e igual no resfriamento.
","maior no aquecimento e menor no resfriamento.
",maior no aquecimento e maior no resfriamento.,48.0,CN,31261.0,E,22.0,0.0,,9419,2.0771,745.0,AZUL,171.0,2013.0,,0.0,
49.0,"Glicose marcada com nuclídeos de carbono-11
é utilizada na medicina para se obter imagens
tridimensionais do cérebro, por meio de tomografia de
emissão de pósitrons. A desintegração do carbono-11
gera um pósitron, com tempo de meia-vida de 20,4 min,
de acordo com a equação da reação nuclear:
O núcleo atômico de carbono-onze sofre decaimento beta positivo (beta positivo), transformando-se em um núcleo de boro-onze com a emissão de um pósitron (e+) e um neutrino eletrônico (νₑ).
A partir da injeção de glicose marcada com esse
nuclídeo, o tempo de aquisição de uma imagem de
tomografia é de cinco meias-vidas.
Considerando que o medicamento contém 1,00 g do
carbono-11, a massa, em miligramas, do nuclídeo
restante, após a aquisição da imagem, é mais próxima de","0,200.
","0,969.
","9,80.
","31,3.
",200.,49.0,CN,42290.0,D,22.0,0.0,,5007-03-01 00:00:00,1.3952,1756.0,AZUL,171.0,2013.0,,0.0,
50.0,"Milhares de pessoas estavam morrendo de varíola
humana no final do século XVIII. Em 1796, o médico
Edward Jenner (1749-1823) inoculou em um menino de
8 anos o pus extraído de feridas de vacas contaminadas
com o vírus da varíola bovina, que causa uma doença
branda em humanos. O garoto contraiu uma infecção
benigna e, dez dias depois, estava recuperado. Meses
depois, Jenner inoculou, no mesmo menino, o pus
varioloso humano, que causava muitas mortes. O menino
não adoeceu.

Disponível em: Lnk
Considerando o resultado do experimento, qual a
contribuição desse médico para a saúde humana?","prevenção de diversas doenças infectocontagiosas
em todo o mundo.
","A compreensão de que vírus podem se multiplicar em
matéria orgânica.
","O tratamento para muitas enfermidades que
acometem milhões de pessoas.
","O estabelecimento da ética na utilização de crianças
em modelos experimentais.
","A explicação de que alguns vírus de animais podem
ser transmitidos para os humanos.",50.0,CN,37482.0,A,15.0,0.0,,8874-01-01 00:00:00,0.5244,1443.0,AZUL,171.0,2013.0,,0.0,
